text_combined,label
Urgent! Your bank account is compromised. Login now: http://fakebank.com #112,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #113",1
You've received a payment of $1000. Claim now: http://fakepay.com #114,1
Your account has been suspended. Click here to verify: http://phishingsite.com #115,1
You've received a payment of $1000. Claim now: http://fakepay.com #116,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #117,1
You've received a payment of $1000. Claim now: http://fakepay.com #118,1
You've received a payment of $1000. Claim now: http://fakepay.com #119,1
Win a free iPhone! Just click this link: http://scamoffer.net #120,1
Win a free iPhone! Just click this link: http://scamoffer.net #121,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #122,1
You've received a payment of $1000. Claim now: http://fakepay.com #123,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #124,1
You've received a payment of $1000. Claim now: http://fakepay.com #125,1
Win a free iPhone! Just click this link: http://scamoffer.net #126,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #127",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #128,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #129",1
Win a free iPhone! Just click this link: http://scamoffer.net #130,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #131,1
Your account has been suspended. Click here to verify: http://phishingsite.com #132,1
Win a free iPhone! Just click this link: http://scamoffer.net #133,1
Your account has been suspended. Click here to verify: http://phishingsite.com #134,1
You've received a payment of $1000. Claim now: http://fakepay.com #135,1
You've received a payment of $1000. Claim now: http://fakepay.com #136,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #137,1
You've received a payment of $1000. Claim now: http://fakepay.com #138,1
You've received a payment of $1000. Claim now: http://fakepay.com #139,1
You've received a payment of $1000. Claim now: http://fakepay.com #140,1
You've received a payment of $1000. Claim now: http://fakepay.com #141,1
Your account has been suspended. Click here to verify: http://phishingsite.com #142,1
You've received a payment of $1000. Claim now: http://fakepay.com #143,1
You've received a payment of $1000. Claim now: http://fakepay.com #144,1
Win a free iPhone! Just click this link: http://scamoffer.net #145,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #146",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #147,1
You've received a payment of $1000. Claim now: http://fakepay.com #148,1
Win a free iPhone! Just click this link: http://scamoffer.net #149,1
Your account has been suspended. Click here to verify: http://phishingsite.com #150,1
Your account has been suspended. Click here to verify: http://phishingsite.com #151,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #152,1
Win a free iPhone! Just click this link: http://scamoffer.net #153,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #154",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #155",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #156",1
Win a free iPhone! Just click this link: http://scamoffer.net #157,1
Win a free iPhone! Just click this link: http://scamoffer.net #158,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #159",1
You've received a payment of $1000. Claim now: http://fakepay.com #160,1
Your account has been suspended. Click here to verify: http://phishingsite.com #161,1
Your account has been suspended. Click here to verify: http://phishingsite.com #162,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #163,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #164,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #165,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #166,1
Your account has been suspended. Click here to verify: http://phishingsite.com #167,1
You've received a payment of $1000. Claim now: http://fakepay.com #168,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #169,1
You've received a payment of $1000. Claim now: http://fakepay.com #170,1
Your account has been suspended. Click here to verify: http://phishingsite.com #171,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #172",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #173,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #174,1
Win a free iPhone! Just click this link: http://scamoffer.net #175,1
Your account has been suspended. Click here to verify: http://phishingsite.com #176,1
Win a free iPhone! Just click this link: http://scamoffer.net #177,1
Win a free iPhone! Just click this link: http://scamoffer.net #178,1
Your account has been suspended. Click here to verify: http://phishingsite.com #179,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #180",1
You've received a payment of $1000. Claim now: http://fakepay.com #181,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #182,1
You've received a payment of $1000. Claim now: http://fakepay.com #183,1
Win a free iPhone! Just click this link: http://scamoffer.net #184,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #185",1
Win a free iPhone! Just click this link: http://scamoffer.net #186,1
You've received a payment of $1000. Claim now: http://fakepay.com #187,1
You've received a payment of $1000. Claim now: http://fakepay.com #188,1
Your account has been suspended. Click here to verify: http://phishingsite.com #189,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #190",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #191",1
Win a free iPhone! Just click this link: http://scamoffer.net #192,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #193",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #194",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #195,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #196",1
Win a free iPhone! Just click this link: http://scamoffer.net #197,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #198,1
You've received a payment of $1000. Claim now: http://fakepay.com #199,1
Your account has been suspended. Click here to verify: http://phishingsite.com #200,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #201,1
Win a free iPhone! Just click this link: http://scamoffer.net #202,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #203",1
Win a free iPhone! Just click this link: http://scamoffer.net #204,1
You've received a payment of $1000. Claim now: http://fakepay.com #205,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #206,1
You've received a payment of $1000. Claim now: http://fakepay.com #207,1
You've received a payment of $1000. Claim now: http://fakepay.com #208,1
You've received a payment of $1000. Claim now: http://fakepay.com #209,1
Win a free iPhone! Just click this link: http://scamoffer.net #210,1
Win a free iPhone! Just click this link: http://scamoffer.net #211,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #212,1
Your account has been suspended. Click here to verify: http://phishingsite.com #213,1
Your account has been suspended. Click here to verify: http://phishingsite.com #214,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #215,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #216",1
Win a free iPhone! Just click this link: http://scamoffer.net #217,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #218,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #219,1
Win a free iPhone! Just click this link: http://scamoffer.net #220,1
Your account has been suspended. Click here to verify: http://phishingsite.com #221,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #222,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #223,1
You've received a payment of $1000. Claim now: http://fakepay.com #224,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #225",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #226,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #227,1
Win a free iPhone! Just click this link: http://scamoffer.net #228,1
Win a free iPhone! Just click this link: http://scamoffer.net #229,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #230",1
Your account has been suspended. Click here to verify: http://phishingsite.com #231,1
Win a free iPhone! Just click this link: http://scamoffer.net #232,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #233",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #234,1
Your account has been suspended. Click here to verify: http://phishingsite.com #235,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #236,1
Your account has been suspended. Click here to verify: http://phishingsite.com #237,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #238",1
Win a free iPhone! Just click this link: http://scamoffer.net #239,1
Your account has been suspended. Click here to verify: http://phishingsite.com #240,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #241",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #242",1
You've received a payment of $1000. Claim now: http://fakepay.com #243,1
Win a free iPhone! Just click this link: http://scamoffer.net #244,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #245,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #246",1
You've received a payment of $1000. Claim now: http://fakepay.com #247,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #248,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #249",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #250",1
Your account has been suspended. Click here to verify: http://phishingsite.com #251,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #252,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #253,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #254",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #255",1
Win a free iPhone! Just click this link: http://scamoffer.net #256,1
Your account has been suspended. Click here to verify: http://phishingsite.com #257,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #258",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #259,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #260",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #261,1
Your account has been suspended. Click here to verify: http://phishingsite.com #262,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #263,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #264",1
Win a free iPhone! Just click this link: http://scamoffer.net #265,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #266,1
You've received a payment of $1000. Claim now: http://fakepay.com #267,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #268,1
You've received a payment of $1000. Claim now: http://fakepay.com #269,1
You've received a payment of $1000. Claim now: http://fakepay.com #270,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #271,1
Your account has been suspended. Click here to verify: http://phishingsite.com #272,1
Your account has been suspended. Click here to verify: http://phishingsite.com #273,1
Win a free iPhone! Just click this link: http://scamoffer.net #274,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #275,1
You've received a payment of $1000. Claim now: http://fakepay.com #276,1
Win a free iPhone! Just click this link: http://scamoffer.net #277,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #278,1
Win a free iPhone! Just click this link: http://scamoffer.net #279,1
You've received a payment of $1000. Claim now: http://fakepay.com #280,1
Your account has been suspended. Click here to verify: http://phishingsite.com #281,1
Win a free iPhone! Just click this link: http://scamoffer.net #282,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #283",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #284",1
You've received a payment of $1000. Claim now: http://fakepay.com #285,1
Win a free iPhone! Just click this link: http://scamoffer.net #286,1
Win a free iPhone! Just click this link: http://scamoffer.net #287,1
Your account has been suspended. Click here to verify: http://phishingsite.com #288,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #289",1
You've received a payment of $1000. Claim now: http://fakepay.com #290,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #291",1
Win a free iPhone! Just click this link: http://scamoffer.net #292,1
Your account has been suspended. Click here to verify: http://phishingsite.com #293,1
Your account has been suspended. Click here to verify: http://phishingsite.com #294,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #295,1
Your account has been suspended. Click here to verify: http://phishingsite.com #296,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #297,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #298,1
Your account has been suspended. Click here to verify: http://phishingsite.com #299,1
You've received a payment of $1000. Claim now: http://fakepay.com #300,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #301",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #302,1
Win a free iPhone! Just click this link: http://scamoffer.net #303,1
You've received a payment of $1000. Claim now: http://fakepay.com #304,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #305,1
You've received a payment of $1000. Claim now: http://fakepay.com #306,1
You've received a payment of $1000. Claim now: http://fakepay.com #307,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #308",1
You've received a payment of $1000. Claim now: http://fakepay.com #309,1
Your account has been suspended. Click here to verify: http://phishingsite.com #310,1
You've received a payment of $1000. Claim now: http://fakepay.com #311,1
Win a free iPhone! Just click this link: http://scamoffer.net #312,1
Your account has been suspended. Click here to verify: http://phishingsite.com #313,1
Your account has been suspended. Click here to verify: http://phishingsite.com #314,1
Your account has been suspended. Click here to verify: http://phishingsite.com #315,1
Win a free iPhone! Just click this link: http://scamoffer.net #316,1
Your account has been suspended. Click here to verify: http://phishingsite.com #317,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #318",1
You've received a payment of $1000. Claim now: http://fakepay.com #319,1
Win a free iPhone! Just click this link: http://scamoffer.net #320,1
Your account has been suspended. Click here to verify: http://phishingsite.com #321,1
You've received a payment of $1000. Claim now: http://fakepay.com #322,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #323",1
You've received a payment of $1000. Claim now: http://fakepay.com #324,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #325",1
Your account has been suspended. Click here to verify: http://phishingsite.com #326,1
Win a free iPhone! Just click this link: http://scamoffer.net #327,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #328,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #329",1
Win a free iPhone! Just click this link: http://scamoffer.net #330,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #331",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #332",1
You've received a payment of $1000. Claim now: http://fakepay.com #333,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #334,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #335,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #336,1
Your account has been suspended. Click here to verify: http://phishingsite.com #337,1
Win a free iPhone! Just click this link: http://scamoffer.net #338,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #339",1
Win a free iPhone! Just click this link: http://scamoffer.net #340,1
Win a free iPhone! Just click this link: http://scamoffer.net #341,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #342",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #343,1
Your account has been suspended. Click here to verify: http://phishingsite.com #344,1
Win a free iPhone! Just click this link: http://scamoffer.net #345,1
You've received a payment of $1000. Claim now: http://fakepay.com #346,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #347,1
Your account has been suspended. Click here to verify: http://phishingsite.com #348,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #349",1
Your account has been suspended. Click here to verify: http://phishingsite.com #350,1
Your account has been suspended. Click here to verify: http://phishingsite.com #351,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #352,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #353,1
Win a free iPhone! Just click this link: http://scamoffer.net #354,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #355",1
Your account has been suspended. Click here to verify: http://phishingsite.com #356,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #357",1
Win a free iPhone! Just click this link: http://scamoffer.net #358,1
Your account has been suspended. Click here to verify: http://phishingsite.com #359,1
Win a free iPhone! Just click this link: http://scamoffer.net #360,1
You've received a payment of $1000. Claim now: http://fakepay.com #361,1
You've received a payment of $1000. Claim now: http://fakepay.com #362,1
Your account has been suspended. Click here to verify: http://phishingsite.com #363,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #364",1
You've received a payment of $1000. Claim now: http://fakepay.com #365,1
You've received a payment of $1000. Claim now: http://fakepay.com #366,1
Win a free iPhone! Just click this link: http://scamoffer.net #367,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #368",1
Win a free iPhone! Just click this link: http://scamoffer.net #369,1
You've received a payment of $1000. Claim now: http://fakepay.com #370,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #371,1
Your account has been suspended. Click here to verify: http://phishingsite.com #372,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #373,1
You've received a payment of $1000. Claim now: http://fakepay.com #374,1
You've received a payment of $1000. Claim now: http://fakepay.com #375,1
Your account has been suspended. Click here to verify: http://phishingsite.com #376,1
Your account has been suspended. Click here to verify: http://phishingsite.com #377,1
You've received a payment of $1000. Claim now: http://fakepay.com #378,1
You've received a payment of $1000. Claim now: http://fakepay.com #379,1
Your account has been suspended. Click here to verify: http://phishingsite.com #380,1
Your account has been suspended. Click here to verify: http://phishingsite.com #381,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #382",1
You've received a payment of $1000. Claim now: http://fakepay.com #383,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #384,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #385,1
You've received a payment of $1000. Claim now: http://fakepay.com #386,1
Your account has been suspended. Click here to verify: http://phishingsite.com #387,1
You've received a payment of $1000. Claim now: http://fakepay.com #388,1
You've received a payment of $1000. Claim now: http://fakepay.com #389,1
You've received a payment of $1000. Claim now: http://fakepay.com #390,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #391,1
You've received a payment of $1000. Claim now: http://fakepay.com #392,1
Win a free iPhone! Just click this link: http://scamoffer.net #393,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #394,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #395,1
You've received a payment of $1000. Claim now: http://fakepay.com #396,1
You've received a payment of $1000. Claim now: http://fakepay.com #397,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #398,1
You've received a payment of $1000. Claim now: http://fakepay.com #399,1
Your account has been suspended. Click here to verify: http://phishingsite.com #400,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #401,1
You've received a payment of $1000. Claim now: http://fakepay.com #402,1
Win a free iPhone! Just click this link: http://scamoffer.net #403,1
Win a free iPhone! Just click this link: http://scamoffer.net #404,1
Win a free iPhone! Just click this link: http://scamoffer.net #405,1
Your account has been suspended. Click here to verify: http://phishingsite.com #406,1
Win a free iPhone! Just click this link: http://scamoffer.net #407,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #408",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #409,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #410,1
Your account has been suspended. Click here to verify: http://phishingsite.com #411,1
You've received a payment of $1000. Claim now: http://fakepay.com #412,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #413,1
You've received a payment of $1000. Claim now: http://fakepay.com #414,1
Your account has been suspended. Click here to verify: http://phishingsite.com #415,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #416",1
Your account has been suspended. Click here to verify: http://phishingsite.com #417,1
You've received a payment of $1000. Claim now: http://fakepay.com #418,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #419,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #420",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #421",1
You've received a payment of $1000. Claim now: http://fakepay.com #422,1
Win a free iPhone! Just click this link: http://scamoffer.net #423,1
You've received a payment of $1000. Claim now: http://fakepay.com #424,1
Your account has been suspended. Click here to verify: http://phishingsite.com #425,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #426",1
Win a free iPhone! Just click this link: http://scamoffer.net #427,1
Win a free iPhone! Just click this link: http://scamoffer.net #428,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #429",1
Win a free iPhone! Just click this link: http://scamoffer.net #430,1
You've received a payment of $1000. Claim now: http://fakepay.com #431,1
Win a free iPhone! Just click this link: http://scamoffer.net #432,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #433",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #434,1
Your account has been suspended. Click here to verify: http://phishingsite.com #435,1
Win a free iPhone! Just click this link: http://scamoffer.net #436,1
Win a free iPhone! Just click this link: http://scamoffer.net #437,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #438",1
Your account has been suspended. Click here to verify: http://phishingsite.com #439,1
You've received a payment of $1000. Claim now: http://fakepay.com #440,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #441,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #442",1
Win a free iPhone! Just click this link: http://scamoffer.net #443,1
Win a free iPhone! Just click this link: http://scamoffer.net #444,1
You've received a payment of $1000. Claim now: http://fakepay.com #445,1
Your account has been suspended. Click here to verify: http://phishingsite.com #446,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #447",1
Win a free iPhone! Just click this link: http://scamoffer.net #448,1
Win a free iPhone! Just click this link: http://scamoffer.net #449,1
Your account has been suspended. Click here to verify: http://phishingsite.com #450,1
Your account has been suspended. Click here to verify: http://phishingsite.com #451,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #452",1
You've received a payment of $1000. Claim now: http://fakepay.com #453,1
Win a free iPhone! Just click this link: http://scamoffer.net #454,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #455",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #456",1
Win a free iPhone! Just click this link: http://scamoffer.net #457,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #458",1
Win a free iPhone! Just click this link: http://scamoffer.net #459,1
Your account has been suspended. Click here to verify: http://phishingsite.com #460,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #461,1
Win a free iPhone! Just click this link: http://scamoffer.net #462,1
